Date Time O3_ref O3_p1 O3_gen
04/30/26 "10:08:00 PM" 80.478 82.275 80
04/30/26 "10:09:00 PM" 80.762 82.18 80
04/30/26 "10:10:00 PM" 80.913 82.122 80
04/30/26 "10:11:00 PM" 80.86 82.538 80
04/30/26 "10:12:00 PM" 80.231 82.515 80
04/30/26 "10:13:00 PM" 80.178 82.018 80
04/30/26 "10:14:00 PM" 80.535 82.057 80
04/30/26 "10:15:00 PM" 80.238 82.583 80
04/30/26 "10:16:00 PM" 80.286 82.48 80
04/30/26 "10:17:00 PM" 80.339 81.992 80
04/30/26 "10:18:00 PM" 80.511 82.103 80
04/30/26 "10:19:00 PM" 80.231 82.152 80
04/30/26 "10:20:00 PM" 80.672 82.27 80
04/30/26 "10:21:00 PM" 81.213 82.558 80
04/30/26 "10:22:00 PM" 80.927 82.688 80
04/30/26 "10:23:00 PM" 80.556 82.738 80
04/30/26 "10:24:00 PM" 79.974 82.44 80
04/30/26 "10:25:00 PM" 80.582 82.292 80
04/30/26 "10:26:00 PM" 80.458 82.727 80
04/30/26 "10:27:00 PM" 80.101 82.398 80
04/30/26 "10:28:00 PM" 79.933 81.89 80
04/30/26 "10:29:00 PM" 80.26 82.437 80
04/30/26 "10:30:00 PM" 80.348 82.292 80
04/30/26 "10:31:00 PM" 80.44 82.128 80
04/30/26 "10:32:00 PM" 80.852 82.715 80
04/30/26 "10:33:00 PM" 81.002 82.875 80
04/30/26 "10:34:00 PM" 80.649 83.07 80
04/30/26 "10:35:00 PM" 80.612 82.648 80
04/30/26 "10:36:00 PM" 80.182 82.3 80
04/30/26 "10:37:00 PM" 79.809 82.278 80
04/30/26 "10:38:00 PM" 80.017 81.68 80
04/30/26 "10:39:00 PM" 80.251 81.59 80
04/30/26 "10:40:00 PM" 80.682 82.405 80
04/30/26 "10:41:00 PM" 80.617 82.808 80
04/30/26 "10:42:00 PM" 80.758 82.923 80
04/30/26 "10:43:00 PM" 81.25 83.368 80
04/30/26 "10:44:00 PM" 80.456 83.025 80
04/30/26 "10:45:00 PM" 80.332 82.617 80
04/30/26 "10:46:00 PM" 80.411 82.908 80
04/30/26 "10:47:00 PM" 80.278 83.047 80
04/30/26 "10:48:00 PM" 79.761 82.547 80
04/30/26 "10:49:00 PM" 79.868 81.978 80
04/30/26 "10:50:00 PM" 80.51 82.052 80
04/30/26 "10:51:00 PM" 80.106 82.135 80
04/30/26 "10:52:00 PM" 80.129 82.655 80
04/30/26 "10:53:00 PM" 80.318 82.338 80
04/30/26 "10:54:00 PM" 80.412 82.593 80
04/30/26 "10:55:00 PM" 80.855 82.862 80
04/30/26 "10:56:00 PM" 80.297 82.295 80
04/30/26 "10:57:00 PM" 80.133 82.488 80
04/30/26 "10:58:00 PM" 79.966 83.237 80
04/30/26 "10:59:00 PM" 80.198 82.763 80
04/30/26 "11:00:00 PM" 80.503 82.842 80
04/30/26 "11:01:00 PM" 80.695 82.993 80
04/30/26 "11:02:00 PM" 80.393 82.74 80
04/30/26 "11:03:00 PM" 79.957 82.202 80
04/30/26 "11:04:00 PM" 79.735 82.295 80
04/30/26 "11:05:00 PM" 79.999 82.502 80
04/30/26 "11:06:00 PM" 80.441 82.608 80
04/30/26 "11:07:00 PM" 80.127 82.58 80
04/30/26 "11:08:00 PM" 80.33 82.3 80
04/30/26 "11:09:00 PM" 79.775 82.422 80
04/30/26 "11:10:00 PM" 79.735 81.872 80
04/30/26 "11:11:00 PM" 80.261 81.337 80
04/30/26 "11:12:00 PM" 80.219 82.048 80
04/30/26 "11:13:00 PM" 80.195 81.977 80
04/30/26 "11:14:00 PM" 80.347 81.915 80
04/30/26 "11:15:00 PM" 80.425 82.03 80
04/30/26 "11:16:00 PM" 80.693 81.903 80
04/30/26 "11:17:00 PM" 80.361 82.388 80
04/30/26 "11:18:00 PM" 80.731 82.667 80
04/30/26 "11:19:00 PM" 80.214 82.388 80
04/30/26 "11:20:00 PM" 80.563 82.242 80
04/30/26 "11:21:00 PM" 80.773 82.6 80
04/30/26 "11:22:00 PM" 80.811 82.63 80
04/30/26 "11:23:00 PM" 80.908 82.99 80
04/30/26 "11:24:00 PM" 80.496 83.047 80
04/30/26 "11:25:00 PM" 80.674 82.462 80
04/30/26 "11:26:00 PM" 80.395 82.225 80
04/30/26 "11:27:00 PM" 80.603 81.853 80
04/30/26 "11:28:00 PM" 81.011 82.545 80
04/30/26 "11:29:00 PM" 81.106 82.502 80
04/30/26 "11:30:00 PM" 80.004 81.925 80
04/30/26 "11:31:00 PM" 80.177 81.73 80
04/30/26 "11:32:00 PM" 80.117 81.927 80
04/30/26 "11:33:00 PM" 80.844 82.163 80
04/30/26 "11:34:00 PM" 80.618 81.703 80
04/30/26 "11:35:00 PM" 81.155 82.165 80
04/30/26 "11:36:00 PM" 80.877 82.908 80
04/30/26 "11:37:00 PM" 80.317 82.765 80
04/30/26 "11:38:00 PM" 80.553 81.773 80
04/30/26 "11:39:00 PM" 80.676 81.845 80
04/30/26 "11:40:00 PM" 80.384 82.372 80
04/30/26 "11:41:00 PM" 80.734 82.785 80
04/30/26 "11:42:00 PM" 80.707 82.818 80
04/30/26 "11:43:00 PM" 80.848 82.455 80
04/30/26 "11:44:00 PM" 80.288 81.943 80
04/30/26 "11:45:00 PM" 80.703 81.715 80
04/30/26 "11:46:00 PM" 79.967 81.795 80
04/30/26 "11:47:00 PM" 79.734 81.178 80
04/30/26 "11:48:00 PM" 79.558 81.037 80
04/30/26 "11:49:00 PM" 80.561 81.295 80
04/30/26 "11:50:00 PM" 80.617 82.275 80
04/30/26 "11:51:00 PM" 80.436 82.453 80
04/30/26 "11:52:00 PM" 80.268 81.973 80
04/30/26 "11:53:00 PM" 80.568 81.977 80
04/30/26 "11:54:00 PM" 80.141 81.67 80
04/30/26 "11:55:00 PM" 79.796 81.777 80
04/30/26 "11:56:00 PM" 79.844 81.957 80
04/30/26 "11:57:00 PM" 80.522 82.232 80
04/30/26 "11:58:00 PM" 80.307 82.112 80
04/30/26 "11:59:00 PM" 80.296 82.483 80
04/30/26 24:00:00 80.312 82.443 80
05/01/26 "12:01:00 AM" 80.162 82.033 80
05/01/26 "12:02:00 AM" 80.154 81.892 80
05/01/26 "12:03:00 AM" 50.779 53.977 40
05/01/26 "12:04:00 AM" 37.974 41.335 40
05/01/26 "12:05:00 AM" 37.989 40.822 40
05/01/26 "12:06:00 AM" 38.778 41.053 40
05/01/26 "12:07:00 AM" 39.124 40.96 40
05/01/26 "12:08:00 AM" 39.318 41.037 40
05/01/26 "12:09:00 AM" 39.833 41.38 40
05/01/26 "12:10:00 AM" 39.922 42.118 40
05/01/26 "12:11:00 AM" 39.427 41.908 40
05/01/26 "12:12:00 AM" 39.503 41.842 40
05/01/26 "12:13:00 AM" 39.272 41.957 40
05/01/26 "12:14:00 AM" 39.25 41.712 40
05/01/26 "12:15:00 AM" 39.183 41.603 40
05/01/26 "12:16:00 AM" 39.504 41.052 40
05/01/26 "12:17:00 AM" 39.252 41.245 40
05/01/26 "12:18:00 AM" 39.149 41.088 40
05/01/26 "12:19:00 AM" 39.386 41.113 40
05/01/26 "12:20:00 AM" 39.336 41.86 40
05/01/26 "12:21:00 AM" 39.229 41.74 40
05/01/26 "12:22:00 AM" 39.358 41.37 40
05/01/26 "12:23:00 AM" 39.095 41.4 40
05/01/26 "12:24:00 AM" 39.132 41.237 40
05/01/26 "12:25:00 AM" 39.672 40.978 40
05/01/26 "12:26:00 AM" 39.347 41.032 40
05/01/26 "12:27:00 AM" 39.484 41.245 40
05/01/26 "12:28:00 AM" 39.646 41.638 40
05/01/26 "12:29:00 AM" 39.75 42.215 40
05/01/26 "12:30:00 AM" 39.632 42.82 40
05/01/26 "12:31:00 AM" 40.028 42.667 40
05/01/26 "12:32:00 AM" 39.497 42.03 40
05/01/26 "12:33:00 AM" 39.381 41.858 40
05/01/26 "12:34:00 AM" 39.326 41.115 40
05/01/26 "12:35:00 AM" 39.406 41.567 40
05/01/26 "12:36:00 AM" 39.616 41.897 40
05/01/26 "12:37:00 AM" 39.416 41.855 40
05/01/26 "12:38:00 AM" 39.353 41.347 40
05/01/26 "12:39:00 AM" 39.04 41.128 40
05/01/26 "12:40:00 AM" 39.078 41.362 40
05/01/26 "12:41:00 AM" 39.179 40.793 40
05/01/26 "12:42:00 AM" 39.482 40.775 40
05/01/26 "12:43:00 AM" 39.894 41.373 40
05/01/26 "12:44:00 AM" 39.785 41.952 40
05/01/26 "12:45:00 AM" 39.203 41.885 40
05/01/26 "12:46:00 AM" 39.575 41.622 40
05/01/26 "12:47:00 AM" 39.238 41.213 40
05/01/26 "12:48:00 AM" 39.643 40.875 40
05/01/26 "12:49:00 AM" 39.616 41.397 40
05/01/26 "12:50:00 AM" 39.849 41.805 40
05/01/26 "12:51:00 AM" 39.806 42.01 40
05/01/26 "12:52:00 AM" 39.689 41.722 40
05/01/26 "12:53:00 AM" 39.525 41.858 40
05/01/26 "12:54:00 AM" 39.5 42.207 40
05/01/26 "12:55:00 AM" 39.294 41.672 40
05/01/26 "12:56:00 AM" 39.313 41.612 40
05/01/26 "12:57:00 AM" 39.115 41.41 40
05/01/26 "12:58:00 AM" 39.314 41.345 40
05/01/26 "12:59:00 AM" 39.571 41.653 40
05/01/26 "01:00:00 AM" 39.039 41.492 40
05/01/26 "01:01:00 AM" 39.247 41.452 40
05/01/26 "01:02:00 AM" 39.224 41.497 40
05/01/26 "01:03:00 AM" 39.244 41.907 40
05/01/26 "01:04:00 AM" 39.394 41.803 40
05/01/26 "01:05:00 AM" 39.909 42.257 40
05/01/26 "01:06:00 AM" 39.282 42.867 40
05/01/26 "01:07:00 AM" 39.114 41.937 40
05/01/26 "01:08:00 AM" 39.374 41.52 40
05/01/26 "01:09:00 AM" 38.816 41.915 40
05/01/26 "01:10:00 AM" 39.403 42.197 40
05/01/26 "01:11:00 AM" 39.194 42.033 40
05/01/26 "01:12:00 AM" 39.21 41.407 40
05/01/26 "01:13:00 AM" 39.127 41.032 40
05/01/26 "01:14:00 AM" 39.244 41.212 40
05/01/26 "01:15:00 AM" 39.361 41.62 40
05/01/26 "01:16:00 AM" 39.133 42.063 40
05/01/26 "01:17:00 AM" 39.572 42.087 40
05/01/26 "01:18:00 AM" 39.874 41.792 40
05/01/26 "01:19:00 AM" 39.821 41.812 40
05/01/26 "01:20:00 AM" 39.143 42.2 40
05/01/26 "01:21:00 AM" 39.513 42.162 40
05/01/26 "01:22:00 AM" 39.388 42.438 40
05/01/26 "01:23:00 AM" 39.536 42.367 40
05/01/26 "01:24:00 AM" 39.685 41.303 40
05/01/26 "01:25:00 AM" 39.773 41.597 40
05/01/26 "01:26:00 AM" 39.899 42.472 40
05/01/26 "01:27:00 AM" 39.778 42.685 40
05/01/26 "01:28:00 AM" 39.578 42.458 40
05/01/26 "01:29:00 AM" 39.509 42.062 40
05/01/26 "01:30:00 AM" 39.502 42.178 40
05/01/26 "01:31:00 AM" 39.542 42.483 40
05/01/26 "01:32:00 AM" 39.411 42.443 40
05/01/26 "01:33:00 AM" 39.231 42.068 40
05/01/26 "01:34:00 AM" 39.656 41.75 40
05/01/26 "01:35:00 AM" 39.392 41.368 40
05/01/26 "01:36:00 AM" 40.021 41.67 40
05/01/26 "01:37:00 AM" 39.858 41.942 40
05/01/26 "01:38:00 AM" 39.815 42.337 40
05/01/26 "01:39:00 AM" 39.744 42.2 40
05/01/26 "01:40:00 AM" 40.237 42.345 40
05/01/26 "01:41:00 AM" 39.891 42.493 40
05/01/26 "01:42:00 AM" 40.054 42.2 40
05/01/26 "01:43:00 AM" 39.904 42.025 40
05/01/26 "01:44:00 AM" 39.803 42.06 40
05/01/26 "01:45:00 AM" 39.743 42.368 40
05/01/26 "01:46:00 AM" 39.816 42.46 40
05/01/26 "01:47:00 AM" 40.082 42.32 40
05/01/26 "01:48:00 AM" 39.651 41.618 40
05/01/26 "01:49:00 AM" 39.985 41.47 40
05/01/26 "01:50:00 AM" 39.617 41.348 40
05/01/26 "01:51:00 AM" 39.572 41.897 40
05/01/26 "01:52:00 AM" 39.446 41.998 40
05/01/26 "01:53:00 AM" 39.67 41.537 40
05/01/26 "01:54:00 AM" 39.438 42.353 40
05/01/26 "01:55:00 AM" 39.554 42.427 40
05/01/26 "01:56:00 AM" 39.426 41.47 40
05/01/26 "01:57:00 AM" 39.429 41.378 40
05/01/26 "01:58:00 AM" 39.59 41.402 40
05/01/26 "01:59:00 AM" 39.266 42.115 40
05/01/26 "02:00:00 AM" 39.544 42.363 40
05/01/26 "02:01:00 AM" 39.557 42.195 40
05/01/26 "02:02:00 AM" 39.421 42.157 40
05/01/26 "02:03:00 AM" 39.283 42.157 40
05/01/26 "02:04:00 AM" 39.386 41.963 40
05/01/26 "02:05:00 AM" 39.613 41.695 40
05/01/26 "02:06:00 AM" 39.237 42.08 40
05/01/26 "02:07:00 AM" 39.476 42.192 40
05/01/26 "02:08:00 AM" 39.423 42.118 40
05/01/26 "02:09:00 AM" 39.401 42 40
05/01/26 "02:10:00 AM" 39.565 41.822 40
05/01/26 "02:11:00 AM" 39.8 42.12 40
05/01/26 "02:12:00 AM" 39.421 42.437 40
05/01/26 "02:13:00 AM" 39.463 42.172 40
05/01/26 "02:14:00 AM" 39.188 41.347 40
05/01/26 "02:15:00 AM" 39.331 41.115 40
05/01/26 "02:16:00 AM" 39.236 41.798 40
05/01/26 "02:17:00 AM" 39.364 41.98 40
05/01/26 "02:18:00 AM" 39.065 41.987 40
05/01/26 "02:19:00 AM" 39.122 42.09 40
05/01/26 "02:20:00 AM" 38.939 41.527 40
05/01/26 "02:21:00 AM" 38.791 41.548 40
05/01/26 "02:22:00 AM" 39.041 40.985 40
05/01/26 "02:23:00 AM" 38.381 41.093 40
05/01/26 "02:24:00 AM" 39.252 40.603 40
05/01/26 "02:25:00 AM" 39.085 41.048 40
05/01/26 "02:26:00 AM" 39.007 41.547 40
05/01/26 "02:27:00 AM" 39.523 41.068 40
05/01/26 "02:28:00 AM" 39.496 41.342 40
05/01/26 "02:29:00 AM" 39.796 41.982 40
05/01/26 "02:30:00 AM" 40.162 41.973 40
05/01/26 "02:31:00 AM" 39.774 41.832 40
05/01/26 "02:32:00 AM" 39.628 41.492 40
05/01/26 "02:33:00 AM" 39.28 41.322 40
05/01/26 "02:34:00 AM" 39.755 42.013 40
05/01/26 "02:35:00 AM" 39.637 42.465 40
05/01/26 "02:36:00 AM" 39.369 41.963 40
05/01/26 "02:37:00 AM" 39.665 42.162 40
05/01/26 "02:38:00 AM" 39.448 42.118 40
05/01/26 "02:39:00 AM" 39.262 41.9 40
05/01/26 "02:40:00 AM" 39.752 42.208 40
05/01/26 "02:41:00 AM" 39.745 42.217 40
05/01/26 "02:42:00 AM" 40.039 42.092 40
05/01/26 "02:43:00 AM" 39.167 41.623 40
05/01/26 "02:44:00 AM" 39.709 41.83 40
05/01/26 "02:45:00 AM" 39.551 41.847 40
05/01/26 "02:46:00 AM" 39.866 41.93 40
05/01/26 "02:47:00 AM" 39.312 41.84 40
05/01/26 "02:48:00 AM" 39.746 41.322 40
05/01/26 "02:49:00 AM" 39.859 41.408 40
05/01/26 "02:50:00 AM" 39.455 41.115 40
05/01/26 "02:51:00 AM" 39.533 41.468 40
05/01/26 "02:52:00 AM" 39.308 41.563 40
05/01/26 "02:53:00 AM" 39.327 41.677 40
05/01/26 "02:54:00 AM" 39.096 41.745 40
05/01/26 "02:55:00 AM" 39.261 41.748 40
05/01/26 "02:56:00 AM" 39.532 41.612 40
05/01/26 "02:57:00 AM" 39.405 41.83 40
05/01/26 "02:58:00 AM" 39.444 42.093 40
05/01/26 "02:59:00 AM" 39.361 42.207 40
05/01/26 "03:00:00 AM" 39.7 41.887 40
05/01/26 "03:01:00 AM" 38.97 41.093 40
05/01/26 "03:02:00 AM" 38.669 41.255 40
05/01/26 "03:03:00 AM" 39.076 41.013 40
05/01/26 "03:04:00 AM" 39.349 41.6 40
